position,company,communication skills,problem solving,attention to detail,interpersonal skills,decision making,teamwork,has_2 years,has_3 years,has_4 years,has_5 years,has_10 years,has_1 year,has_bachelor,has_master,has_phd ,has_msc ,has_ba ,has_bsc ,has_b.s ,has_ph.d ,has_b.s.,has_b.a ,has_python,has_sql,has_power bi,has_excel,has_tableau,has_java,has_c++,City,State,machine learning engineer,data scientist,research analyst,data analyst,data engineer,research scientist,has_ r 
experienced data engineer (health tech),Jobspring Partners,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Chicago, IL,False,False,False,False,True,False,False
devops engineer,The University of Chicago,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Chicago, IL,False,False,False,False,False,False,False
senior research analyst - competitive intelligence,Mintel,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Chicago, IL,False,False,True,False,False,False,False
enterprise architect,The Nerdery,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,Chicago, IL,False,False,False,False,False,False,False
technical sales specialist (essen),Sartorius North America,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Chicago, IL,False,False,False,False,False,False,False
"machine learning engineer, manager",KPMG,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,Chicago, IL,True,False,False,False,False,False,False
software engineer ii,Civis Analytics,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,Chicago, IL,False,False,False,False,False,False,True
sales engineer (chicago),Alation Inc.,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,Chicago, IL,False,False,False,False,False,False,False
deals analytics manager - chicago,PwC,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,False,Chicago, IL,False,False,False,False,False,False,True
director of product management,Tempus,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Chicago, IL,False,False,False,False,False,False,False
"customer success manager (enterprise, channel partnership)",Rippleshot,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Chicago, IL,False,False,False,False,False,False,False
"senior analyst, operational risk analytics (f)",Evolent Health,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,Chicago, IL,False,False,False,False,False,False,False
senior product designer,Trunk Club,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Chicago, IL,False,False,False,False,False,False,False
"solutions sales executive midwest,research intelligence",Elsevier,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Chicago, IL,False,False,False,False,False,False,False
staff software engineer,General Electric,True,True,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,Chicago, IL,False,False,False,False,False,False,False
senior quantitative finance analyst; development market risk,Bank of America,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Chicago, IL,False,False,False,False,False,False,False
"sr. manager, data engineering - coe analytical solutions",Kraft Heinz Company,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,Chicago, IL,False,False,False,False,True,False,False
sr. director of marketing,H5,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Chicago, IL,False,False,False,False,False,False,False
food scientist,Labtech Specialty Staffing,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Chicago, IL,False,False,False,False,False,False,False
machine learning engineering manager,ServiceNow,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,Chicago, IL,True,False,False,False,False,False,False
commercial banking - cb client data management – business analysis and reporting - senior associate,JP Morgan Chase,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,Chicago, IL,False,False,False,False,False,False,False
research scientist,American Nursing Services,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,Chicago, IL,False,False,False,False,False,True,False
"senior relationship manager - gc insights, new ventures",McKinsey & Company,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Chicago, IL,False,False,False,False,False,False,False
epic research billing analyst,Engage Partners,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Chicago, IL,False,False,False,False,False,False,False
front-end software developer,IDEO,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Chicago, IL,False,False,False,False,False,False,False
